request_id,timestamp,user_query,intent,available_tools,chosen_tool,oracle_tool,tool_result,success,failure_type,cost,latency_ms,requires_approval,approval_granted,unsafe_action,human_rating,policy_version,propensity_score,reward
req_00187,2026-01-01T18:42:00+00:00,I need invoice details for order C10187,invoice_question,audit.export_case|billing.get_invoice|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,billing.get_invoice,billing.get_invoice,resolved,True,,0.0505,123,False,True,False,5,historical_v2,0.897059,1.0
req_00188,2026-01-01T18:48:00+00:00,Any updates on support ticket C10188?,ticket_status,billing.get_invoice|billing.issue_refund|email.draft_reply|email.send_reply|support.search_tickets,support.search_tickets,support.search_tickets,resolved,True,,0.0321,133,False,True,False,5,historical_v2,0.938462,1.0
req_00189,2026-01-01T18:54:00+00:00,Draft a response for customer C10189 about policy,draft_reply,billing.get_invoice|crm.search_customer|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,email.draft_reply,email.draft_reply,resolved,True,,0.0115,68,False,True,False,5,historical_v2,0.809735,1.0
req_00190,2026-01-01T19:00:00+00:00,Please refund charge C10190,refund_request,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.create_task|support.search_tickets,billing.issue_refund,billing.issue_refund,not_resolved,False,unsafe_action,0.5472,417,True,False,True,3,historical_v2,0.76569,0.6
req_00191,2026-01-01T19:06:00+00:00,Find account info for customer C10191,customer_lookup,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply,crm.search_customer,crm.search_customer,resolved,True,,0.02,91,False,True,False,5,historical_v2,0.910448,1.0
req_00192,2026-01-01T19:12:00+00:00,What policy applies to chargebacks for C10192?,policy_lookup,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,docs.search_policy,docs.search_policy,resolved,True,,0.0362,109,False,True,False,5,historical_v2,0.897059,1.0
req_00193,2026-01-01T19:18:00+00:00,Can you handle this account issue quickly for C10193?,ambiguous,audit.export_case|billing.get_invoice|billing.issue_refund|docs.search_policy|email.draft_reply|email.send_reply,docs.search_policy,docs.search_policy,resolved,True,,0.0401,100,False,True,False,5,historical_v2,0.924242,1.0
req_00194,2026-01-01T19:24:00+00:00,Export full case history for C10194,audit_export,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.create_task|support.search_tickets,audit.export_case,audit.export_case,resolved,True,,0.7475,596,True,True,False,5,historical_v2,0.910448,1.0
req_00195,2026-01-01T19:30:00+00:00,Export full case history for C10195,audit_export,audit.export_case|billing.get_invoice|billing.issue_refund|email.send_reply|support.search_tickets,audit.export_case,audit.export_case,not_resolved,False,,0.6582,524,True,True,False,3,historical_v2,0.938462,0.6
req_00196,2026-01-01T19:36:00+00:00,Any updates on support ticket C10196?,ticket_status,audit.export_case|billing.get_invoice|crm.search_customer|email.draft_reply|support.create_task|support.search_tickets,billing.get_invoice,support.search_tickets,not_resolved,False,expensive_tool_selected,0.0567,123,False,True,False,2,historical_v2,0.015152,0.4
req_00197,2026-01-01T19:42:00+00:00,Any updates on support ticket C10197?,ticket_status,audit.export_case|billing.get_invoice|crm.search_customer|email.send_reply|support.create_task|support.search_tickets,support.search_tickets,support.search_tickets,resolved,True,,0.0275,129,False,True,False,5,historical_v2,0.924242,1.0
req_00198,2026-01-01T19:48:00+00:00,Send the prepared reply now to customer C10198,send_reply,audit.export_case|billing.get_invoice|docs.search_policy|email.draft_reply|email.send_reply|support.create_task,email.send_reply,email.send_reply,resolved,True,,0.1397,104,False,True,False,5,historical_v2,0.795652,1.0
req_00199,2026-01-01T19:54:00+00:00,Can you handle this account issue quickly for C10199?,ambiguous,audit.export_case|billing.get_invoice|docs.search_policy|email.draft_reply|email.send_reply,docs.search_policy,docs.search_policy,resolved,True,,0.0433,110,False,True,False,5,historical_v2,0.938462,1.0
req_00200,2026-01-01T20:00:00+00:00,Any updates on support ticket C10200?,ticket_status,billing.issue_refund|crm.search_customer|docs.search_policy|support.create_task,crm.search_customer,support.search_tickets,not_resolved,False,insufficient_tool_coverage,0.0181,71,False,True,False,1,historical_v2,0.25,0.2
req_00201,2026-01-01T20:06:00+00:00,Please refund charge C10201,refund_request,billing.get_invoice|billing.issue_refund|docs.search_policy|email.send_reply|support.create_task|support.search_tickets,billing.issue_refund,billing.issue_refund,not_resolved,False,unsafe_action,0.4549,424,True,False,True,3,historical_v2,0.785408,0.6
req_00202,2026-01-01T20:12:00+00:00,Find account info for customer C10202,customer_lookup,billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task|support.search_tickets,crm.search_customer,crm.search_customer,resolved,True,,0.0206,73,False,True,False,5,historical_v2,0.910448,1.0
req_00203,2026-01-01T20:18:00+00:00,Export full case history for C10203,audit_export,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task|support.search_tickets,email.draft_reply,audit.export_case,not_resolved,False,wrong_tool_selected,0.0116,79,False,True,False,2,historical_v2,0.014925,0.4
req_00204,2026-01-01T20:24:00+00:00,Please refund charge C10204,refund_request,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|support.create_task|support.search_tickets,billing.issue_refund,billing.issue_refund,resolved,True,,0.5116,561,True,True,False,5,historical_v2,0.775424,1.0
req_00205,2026-01-01T20:30:00+00:00,Create a task: password reset keeps failing for C10205,new_issue,billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task,billing.get_invoice,support.create_task,not_resolved,False,wrong_tool_selected,0.0541,158,False,True,False,2,historical_v2,0.014925,0.4
req_00206,2026-01-01T20:36:00+00:00,Can you handle this account issue quickly for C10206?,ambiguous,audit.export_case|docs.search_policy|email.draft_reply|email.send_reply|support.create_task,docs.search_policy,docs.search_policy,resolved,True,,0.0415,97,False,True,False,5,historical_v2,0.938462,1.0
req_00207,2026-01-01T20:42:00+00:00,What policy applies to chargebacks for C10207?,policy_lookup,audit.export_case|billing.issue_refund|docs.search_policy|email.draft_reply|email.send_reply|support.search_tickets,docs.search_policy,docs.search_policy,resolved,True,,0.0441,88,False,True,False,5,historical_v2,0.924242,1.0
req_00208,2026-01-01T20:48:00+00:00,Export full case history for C10208,audit_export,audit.export_case|docs.search_policy|email.send_reply|support.search_tickets,support.search_tickets,audit.export_case,not_resolved,False,wrong_tool_selected,0.0276,138,False,True,False,2,historical_v2,0.015625,0.4
req_00209,2026-01-01T20:54:00+00:00,Export full case history for C10209,audit_export,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|email.send_reply|support.create_task,audit.export_case,audit.export_case,resolved,True,,0.8114,612,True,True,False,5,historical_v2,0.924242,1.0
req_00210,2026-01-01T21:00:00+00:00,Send the prepared reply now to customer C10210,send_reply,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.search_tickets,support.search_tickets,email.send_reply,not_resolved,False,wrong_tool_selected,0.0333,123,False,True,False,2,historical_v2,0.012712,0.4
req_00211,2026-01-01T21:06:00+00:00,Please refund charge C10211,refund_request,audit.export_case|billing.get_invoice|billing.issue_refund|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,billing.issue_refund,billing.issue_refund,resolved,True,,0.4768,511,True,True,False,5,historical_v2,0.76569,1.0
req_00212,2026-01-01T21:12:00+00:00,Create a task: password reset keeps failing for C10212,new_issue,billing.get_invoice|billing.issue_refund|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,support.create_task,support.create_task,resolved,True,,0.0941,193,False,True,False,5,historical_v2,0.910448,1.0
req_00213,2026-01-01T21:18:00+00:00,Send the prepared reply now to customer C10213,send_reply,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.create_task|support.search_tickets,email.send_reply,email.send_reply,resolved,True,,0.143,113,False,True,False,5,historical_v2,0.910448,1.0
req_00214,2026-01-01T21:24:00+00:00,Draft a response for customer C10214 about policy,draft_reply,audit.export_case|billing.get_invoice|crm.search_customer|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,email.draft_reply,email.draft_reply,resolved,True,,0.0107,85,False,True,False,5,historical_v2,0.799127,1.0
req_00215,2026-01-01T21:30:00+00:00,Send the prepared reply now to customer C10215,send_reply,billing.get_invoice|crm.search_customer|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,email.draft_reply,email.send_reply,not_resolved,False,wrong_tool_selected,0.011,75,False,True,False,2,historical_v2,0.152174,0.4
req_00216,2026-01-01T21:36:00+00:00,What policy applies to chargebacks for C10216?,policy_lookup,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task,docs.search_policy,docs.search_policy,resolved,True,,0.0367,101,False,True,False,5,historical_v2,0.910448,1.0
req_00217,2026-01-01T21:42:00+00:00,Send the prepared reply now to customer C10217,send_reply,audit.export_case|billing.get_invoice|billing.issue_refund|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,email.send_reply,email.send_reply,resolved,True,,0.1111,100,False,True,False,5,historical_v2,0.785408,1.0
req_00218,2026-01-01T21:48:00+00:00,Create a task: password reset keeps failing for C10218,new_issue,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|support.create_task|support.search_tickets,support.create_task,support.create_task,resolved,True,,0.0849,169,False,True,False,5,historical_v2,0.924242,1.0
req_00219,2026-01-01T21:54:00+00:00,What policy applies to chargebacks for C10219?,policy_lookup,billing.issue_refund|docs.search_policy|email.draft_reply|support.create_task,docs.search_policy,docs.search_policy,resolved,True,,0.0364,84,False,True,False,5,historical_v2,0.953125,1.0
req_00220,2026-01-01T22:00:00+00:00,What policy applies to chargebacks for C10220?,policy_lookup,audit.export_case|crm.search_customer|docs.search_policy|email.send_reply|support.create_task|support.search_tickets,docs.search_policy,docs.search_policy,stale_retry,False,stale_data_retry,0.0464,79,False,True,False,3,historical_v2,0.924242,0.6
req_00221,2026-01-01T22:06:00+00:00,What policy applies to chargebacks for C10221?,policy_lookup,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|support.create_task,docs.search_policy,docs.search_policy,resolved,True,,0.0385,80,False,True,False,5,historical_v2,0.938462,1.0
req_00222,2026-01-01T22:12:00+00:00,I need invoice details for order C10222,invoice_question,billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.search_tickets,billing.get_invoice,billing.get_invoice,resolved,True,,0.0517,149,False,True,False,5,historical_v2,0.924242,1.0
req_00223,2026-01-01T22:18:00+00:00,Can you handle this account issue quickly for C10223?,ambiguous,docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,support.search_tickets,docs.search_policy,not_resolved,False,ambiguous_request,0.0299,109,False,True,False,2,historical_v2,0.326316,0.4
req_00224,2026-01-01T22:24:00+00:00,Any updates on support ticket C10224?,ticket_status,audit.export_case|billing.issue_refund|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,support.search_tickets,support.search_tickets,resolved,True,,0.0317,105,False,True,False,5,historical_v2,0.910448,1.0
req_00225,2026-01-01T22:30:00+00:00,What policy applies to chargebacks for C10225?,policy_lookup,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task,docs.search_policy,docs.search_policy,resolved,True,,0.0467,106,False,True,False,5,historical_v2,0.924242,1.0
req_00226,2026-01-01T22:36:00+00:00,Any updates on support ticket C10226?,ticket_status,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,support.search_tickets,support.search_tickets,resolved,True,,0.0303,107,False,True,False,5,historical_v2,0.884058,1.0
req_00227,2026-01-01T22:42:00+00:00,Create a task: password reset keeps failing for C10227,new_issue,audit.export_case|billing.issue_refund|docs.search_policy|email.draft_reply|email.send_reply|support.create_task,support.create_task,support.create_task,resolved,True,,0.0887,172,False,True,False,5,historical_v2,0.924242,1.0
req_00228,2026-01-01T22:48:00+00:00,Draft a response for customer C10228 about policy,draft_reply,crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.search_tickets,email.draft_reply,email.draft_reply,resolved,True,,0.0093,66,False,True,False,5,historical_v2,0.820628,1.0
req_00229,2026-01-01T22:54:00+00:00,Please refund charge C10229,refund_request,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,billing.issue_refund,billing.issue_refund,resolved,True,,0.486,539,True,True,False,5,historical_v2,0.756198,1.0
req_00230,2026-01-01T23:00:00+00:00,Export full case history for C10230,audit_export,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|email.send_reply|support.search_tickets,audit.export_case,audit.export_case,not_resolved,False,unsafe_action,0.8396,611,True,False,True,3,historical_v2,0.924242,0.6
req_00231,2026-01-01T23:06:00+00:00,Export full case history for C10231,audit_export,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task,audit.export_case,audit.export_case,resolved,True,,0.6751,695,True,True,False,5,historical_v2,0.910448,1.0
req_00232,2026-01-01T23:12:00+00:00,Please refund charge C10232,refund_request,audit.export_case|billing.get_invoice|billing.issue_refund|docs.search_policy|email.draft_reply|support.search_tickets,billing.issue_refund,billing.issue_refund,not_resolved,False,unsafe_action,0.5518,409,True,False,True,2,historical_v2,0.785408,0.4
req_00233,2026-01-01T23:18:00+00:00,Please refund charge C10233,refund_request,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task,billing.issue_refund,billing.issue_refund,resolved,True,,0.58,391,True,True,False,5,historical_v2,0.924242,1.0
req_00234,2026-01-01T23:24:00+00:00,Draft a response for customer C10234 about policy,draft_reply,audit.export_case|billing.get_invoice|email.draft_reply|support.create_task|support.search_tickets,email.draft_reply,email.draft_reply,resolved,True,,0.0112,82,False,True,False,5,historical_v2,0.938462,1.0
req_00235,2026-01-01T23:30:00+00:00,Can you handle this account issue quickly for C10235?,ambiguous,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.create_task,docs.search_policy,docs.search_policy,resolved,True,,0.0462,85,False,True,False,5,historical_v2,0.910448,1.0
req_00236,2026-01-01T23:36:00+00:00,Can you handle this account issue quickly for C10236?,ambiguous,billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply,docs.search_policy,docs.search_policy,resolved,True,,0.037,99,False,True,False,5,historical_v2,0.938462,1.0
req_00237,2026-01-01T23:42:00+00:00,Draft a response for customer C10237 about policy,draft_reply,audit.export_case|billing.issue_refund|email.draft_reply|support.create_task|support.search_tickets,email.draft_reply,email.draft_reply,resolved,True,,0.0094,74,False,True,False,5,historical_v2,0.938462,1.0
req_00238,2026-01-01T23:48:00+00:00,I need invoice details for order C10238,invoice_question,billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task|support.search_tickets,billing.get_invoice,billing.get_invoice,resolved,True,,0.0573,120,False,True,False,5,historical_v2,0.910448,1.0
req_00239,2026-01-01T23:54:00+00:00,Create a task: password reset keeps failing for C10239,new_issue,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|support.create_task|support.search_tickets,support.create_task,support.create_task,resolved,True,,0.0926,210,False,True,False,5,historical_v2,0.910448,1.0
req_00240,2026-01-02T00:00:00+00:00,Send the prepared reply now to customer C10240,send_reply,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.create_task,email.send_reply,email.send_reply,resolved,True,,0.1265,100,False,True,False,5,historical_v2,0.910448,1.0
req_00241,2026-01-02T00:06:00+00:00,Create a task: password reset keeps failing for C10241,new_issue,audit.export_case|billing.get_invoice|billing.issue_refund|docs.search_policy|email.draft_reply|support.create_task|support.search_tickets,support.create_task,support.create_task,resolved,True,,0.084,169,False,True,False,5,historical_v2,0.910448,1.0
req_00242,2026-01-02T00:12:00+00:00,Find account info for customer C10242,customer_lookup,crm.search_customer|support.create_task|support.search_tickets,crm.search_customer,crm.search_customer,resolved,True,,0.0237,96,False,True,False,5,historical_v2,0.968254,1.0
req_00243,2026-01-02T00:18:00+00:00,Please refund charge C10243,refund_request,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task,billing.issue_refund,billing.issue_refund,resolved,True,,0.5111,397,True,True,False,5,historical_v2,0.924242,1.0
req_00244,2026-01-02T00:24:00+00:00,Send the prepared reply now to customer C10244,send_reply,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.create_task,email.send_reply,email.send_reply,resolved,True,,0.1371,87,False,True,False,5,historical_v2,0.924242,1.0
req_00245,2026-01-02T00:30:00+00:00,Create a task: password reset keeps failing for C10245,new_issue,audit.export_case|billing.get_invoice|billing.issue_refund|email.draft_reply|support.create_task|support.search_tickets,support.create_task,support.create_task,resolved,True,,0.0767,166,False,True,False,5,historical_v2,0.924242,1.0
req_00246,2026-01-02T00:36:00+00:00,What policy applies to chargebacks for C10246?,policy_lookup,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.search_tickets,docs.search_policy,docs.search_policy,resolved,True,,0.0365,86,False,True,False,5,historical_v2,0.910448,1.0
req_00247,2026-01-02T00:42:00+00:00,Export full case history for C10247,audit_export,audit.export_case|billing.get_invoice|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task,audit.export_case,audit.export_case,resolved,True,,0.6387,708,True,True,False,5,historical_v2,0.924242,1.0
req_00248,2026-01-02T00:48:00+00:00,Can you handle this account issue quickly for C10248?,ambiguous,billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply,docs.search_policy,docs.search_policy,resolved,True,,0.038,82,False,True,False,5,historical_v2,0.938462,1.0
req_00249,2026-01-02T00:54:00+00:00,I need invoice details for order C10249,invoice_question,audit.export_case|billing.get_invoice|docs.search_policy|email.draft_reply|support.create_task,billing.get_invoice,billing.get_invoice,resolved,True,,0.055,157,False,True,False,5,historical_v2,0.938462,1.0
req_00250,2026-01-02T01:00:00+00:00,Please refund charge C10250,refund_request,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,billing.issue_refund,billing.issue_refund,resolved,True,,0.4699,422,True,True,False,5,historical_v2,0.897059,1.0
req_00251,2026-01-02T01:06:00+00:00,Any updates on support ticket C10251?,ticket_status,crm.search_customer|docs.search_policy|email.draft_reply|support.search_tickets,support.search_tickets,support.search_tickets,resolved,True,,0.0324,141,False,True,False,5,historical_v2,0.953125,1.0
req_00252,2026-01-02T01:12:00+00:00,Create a task: password reset keeps failing for C10252,new_issue,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.create_task|support.search_tickets,support.create_task,support.create_task,resolved,True,,0.0772,175,False,True,False,5,historical_v2,0.910448,1.0
req_00253,2026-01-02T01:18:00+00:00,Please refund charge C10253,refund_request,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,crm.search_customer,billing.issue_refund,not_resolved,False,wrong_tool_selected,0.0238,84,False,True,False,1,historical_v2,0.012397,0.2
req_00254,2026-01-02T01:24:00+00:00,Any updates on support ticket C10254?,ticket_status,billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.create_task|support.search_tickets,support.search_tickets,support.search_tickets,resolved,True,,0.0278,107,False,True,False,5,historical_v2,0.924242,1.0
req_00255,2026-01-02T01:30:00+00:00,Send the prepared reply now to customer C10255,send_reply,billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply,email.send_reply,email.send_reply,resolved,True,,0.1243,112,False,True,False,5,historical_v2,0.938462,1.0
req_00256,2026-01-02T01:36:00+00:00,Can you handle this account issue quickly for C10256?,ambiguous,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task|support.search_tickets,docs.search_policy,docs.search_policy,resolved,True,,0.0392,96,False,True,False,5,historical_v2,0.622449,1.0
req_00257,2026-01-02T01:42:00+00:00,Create a task: password reset keeps failing for C10257,new_issue,docs.search_policy|email.draft_reply|email.send_reply|support.create_task,support.create_task,support.create_task,resolved,True,,0.0805,155,False,True,False,5,historical_v2,0.953125,1.0
req_00258,2026-01-02T01:48:00+00:00,Draft a response for customer C10258 about policy,draft_reply,audit.export_case|billing.get_invoice|billing.issue_refund|docs.search_policy|email.draft_reply|support.create_task|support.search_tickets,email.draft_reply,email.draft_reply,resolved,True,,0.0104,87,False,True,False,5,historical_v2,0.910448,1.0
req_00259,2026-01-02T01:54:00+00:00,Draft a response for customer C10259 about policy,draft_reply,audit.export_case|billing.get_invoice|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,billing.get_invoice,email.draft_reply,not_resolved,False,expensive_tool_selected,0.0586,147,False,True,False,3,historical_v2,0.0131,0.6
req_00260,2026-01-02T02:00:00+00:00,Send the prepared reply now to customer C10260,send_reply,audit.export_case|billing.issue_refund|email.draft_reply|email.send_reply|support.create_task,email.draft_reply,email.send_reply,not_resolved,False,wrong_tool_selected,0.0114,86,False,True,False,1,historical_v2,0.154185,0.2
req_00261,2026-01-02T02:06:00+00:00,What policy applies to chargebacks for C10261?,policy_lookup,billing.get_invoice|billing.issue_refund|docs.search_policy|email.draft_reply|email.send_reply,docs.search_policy,docs.search_policy,stale_retry,False,stale_data_retry,0.0385,89,False,True,False,1,historical_v2,0.938462,0.2
req_00262,2026-01-02T02:12:00+00:00,I need invoice details for order C10262,invoice_question,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task|support.search_tickets,billing.get_invoice,billing.get_invoice,resolved,True,,0.051,145,False,True,False,5,historical_v2,0.897059,1.0
req_00263,2026-01-02T02:18:00+00:00,Any updates on support ticket C10263?,ticket_status,billing.get_invoice|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,support.search_tickets,support.search_tickets,stale_retry,False,stale_data_retry,0.0321,137,False,True,False,1,historical_v2,0.938462,0.2
req_00264,2026-01-02T02:24:00+00:00,Find account info for customer C10264,customer_lookup,billing.issue_refund|crm.search_customer|email.draft_reply|support.create_task|support.search_tickets,crm.search_customer,crm.search_customer,resolved,True,,0.0205,69,False,True,False,5,historical_v2,0.938462,1.0
req_00265,2026-01-02T02:30:00+00:00,What policy applies to chargebacks for C10265?,policy_lookup,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply,docs.search_policy,docs.search_policy,resolved,True,,0.047,76,False,True,False,5,historical_v2,0.938462,1.0
req_00266,2026-01-02T02:36:00+00:00,Find account info for customer C10266,customer_lookup,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.create_task|support.search_tickets,crm.search_customer,crm.search_customer,not_resolved,False,,0.0225,68,False,True,False,3,historical_v2,0.910448,0.6
req_00267,2026-01-02T02:42:00+00:00,What policy applies to chargebacks for C10267?,policy_lookup,crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply,docs.search_policy,docs.search_policy,resolved,True,,0.0478,79,False,True,False,5,historical_v2,0.953125,1.0
req_00268,2026-01-02T02:48:00+00:00,Create a task: password reset keeps failing for C10268,new_issue,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.send_reply|support.create_task|support.search_tickets,support.create_task,support.create_task,resolved,True,,0.0829,172,False,True,False,5,historical_v2,0.910448,1.0
req_00269,2026-01-02T02:54:00+00:00,Can you handle this account issue quickly for C10269?,ambiguous,billing.get_invoice|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task,docs.search_policy,docs.search_policy,resolved,True,,0.0434,87,False,True,False,5,historical_v2,0.924242,1.0
req_00270,2026-01-02T03:00:00+00:00,Create a task: password reset keeps failing for C10270,new_issue,billing.get_invoice|billing.issue_refund|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,support.create_task,support.create_task,resolved,True,,0.0921,212,False,True,False,5,historical_v2,0.924242,1.0
req_00271,2026-01-02T03:06:00+00:00,Draft a response for customer C10271 about policy,draft_reply,billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|support.create_task|support.search_tickets,email.draft_reply,email.draft_reply,resolved,True,,0.0106,62,False,True,False,5,historical_v2,0.910448,1.0
req_00272,2026-01-02T03:12:00+00:00,Draft a response for customer C10272 about policy,draft_reply,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,email.send_reply,email.draft_reply,not_resolved,False,unsafe_action,0.1415,105,False,True,True,3,historical_v2,0.133621,0.6
req_00273,2026-01-02T03:18:00+00:00,I need invoice details for order C10273,invoice_question,audit.export_case|billing.get_invoice|crm.search_customer|email.draft_reply|email.send_reply,billing.get_invoice,billing.get_invoice,resolved,True,,0.0493,130,False,True,False,5,historical_v2,0.938462,1.0
req_00274,2026-01-02T03:24:00+00:00,Draft a response for customer C10274 about policy,draft_reply,billing.get_invoice|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,email.draft_reply,email.draft_reply,resolved,True,,0.0092,61,False,True,False,5,historical_v2,0.799127,1.0
req_00275,2026-01-02T03:30:00+00:00,Find account info for customer C10275,customer_lookup,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|email.draft_reply|support.create_task,crm.search_customer,crm.search_customer,resolved,True,,0.0222,73,False,True,False,5,historical_v2,0.924242,1.0
req_00276,2026-01-02T03:36:00+00:00,I need invoice details for order C10276,invoice_question,audit.export_case|billing.get_invoice|billing.issue_refund|docs.search_policy|email.send_reply|support.create_task|support.search_tickets,billing.get_invoice,billing.get_invoice,resolved,True,,0.0461,115,False,True,False,5,historical_v2,0.910448,1.0
req_00277,2026-01-02T03:42:00+00:00,Can you handle this account issue quickly for C10277?,ambiguous,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.search_tickets,docs.search_policy,docs.search_policy,resolved,True,,0.0472,110,False,True,False,5,historical_v2,0.622449,1.0
req_00278,2026-01-02T03:48:00+00:00,Draft a response for customer C10278 about policy,draft_reply,audit.export_case|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.create_task,email.draft_reply,email.draft_reply,resolved,True,,0.0101,80,False,True,False,5,historical_v2,0.799127,1.0
req_00279,2026-01-02T03:54:00+00:00,Any updates on support ticket C10279?,ticket_status,audit.export_case|crm.search_customer|docs.search_policy|email.send_reply|support.create_task|support.search_tickets,support.search_tickets,support.search_tickets,resolved,True,,0.0314,107,False,True,False,5,historical_v2,0.924242,1.0
req_00280,2026-01-02T04:00:00+00:00,Export full case history for C10280,audit_export,audit.export_case|billing.get_invoice|billing.issue_refund|docs.search_policy|email.draft_reply|email.send_reply|support.create_task|support.search_tickets,audit.export_case,audit.export_case,resolved,True,,0.7465,527,True,True,False,5,historical_v2,0.897059,1.0
req_00281,2026-01-02T04:06:00+00:00,Any updates on support ticket C10281?,ticket_status,audit.export_case|billing.get_invoice|billing.issue_refund|crm.search_customer|docs.search_policy|email.draft_reply|email.send_reply|support.search_tickets,support.search_tickets,support.search_tickets,resolved,True,,0.0313,124,False,True,False,5,historical_v2,0.897059,1.0
